timestamp,ciclo,zona_id,zona_nome,perfil,consumo_mw,consumo_liquido_mw,capacidade_mw,pct_carga,risco,solar_mw,eolica_mw,geracao_total_mw,autoprod_pct,pot_ativa_kw,pot_aparente_kva,pot_reativa_kvar,corrente_mt_a,frequencia_hz,tensao_fase_a_v,tensao_fase_b_v,tensao_fase_c_v,tensao_media_v,desequilibrio_tensao_pct,thd_tensao_pct,fator_potencia,ve_postos_total,ve_postos_em_uso,ve_ocupacao_pct,ve_demanda_kw,bat_capacidade_mwh,bat_soc_pct,bat_disponivel_mwh,bat_modo,evento,anomalia_tipo,anomalia_grav,num_unidades,clima_temp_c,clima_umidade_pct,clima_vento_ms,clima_irrad_wm2,clima_sensacao_c
2026-05-02T11:27:23,2,zona_leste,Zona Leste,residencial_popular,5.8613,5.7803,15.0,39.08,BAIXO,0.081,0.0,0.081,1.4,5861.3,6248.72,2166.02,261.43,60.048,214.5,215.5,211.8,213.9,0.98,2.16,0.938,3,1,44.4,6.84,0.2,62.9,0.126,STANDBY,,,,18000,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:23,2,zona_oeste,Zona Oeste,industrial,38.6094,36.5344,60.0,64.35,MÉDIO,2.075,0.0,2.075,5.4,38609.4,41073.83,14013.34,1718.4,59.9,212.9,212.2,213.6,212.9,0.33,1.98,0.94,15,6,42.4,39.4,8.0,39.1,3.128,STANDBY,,,,450,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:23,2,zona_centro,Centro,misto,11.4495,11.2831,25.0,45.8,BAIXO,0.1664,0.0,0.1664,1.5,11449.5,12431.6,4842.89,520.1,60.036,213.6,213.6,210.1,212.4,1.08,3.52,0.921,40,14,34.6,85.93,1.5,72.1,1.081,STANDBY,,,,8000,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:23,2,zona_hospitalar,Zona Hospitalar,critico,7.5145,7.2701,12.0,62.62,MÉDIO,0.2444,0.0,0.2444,3.3,7514.5,8159.07,3178.48,341.35,59.921,213.9,211.1,210.5,211.8,0.99,2.12,0.921,5,2,45.0,11.91,3.0,51.2,1.536,STANDBY,,,,120,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:23,2,zona_universitaria,Zona Universitária,educacional,4.5376,3.935,10.0,45.38,BAIXO,0.6026,0.0,0.6026,13.3,4537.6,4868.67,1764.69,203.69,60.059,214.3,210.8,215.8,213.6,1.31,2.11,0.932,20,7,36.3,39.28,1.0,81.3,0.813,STANDBY,,,,600,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:23,2,zona_aeroporto,Zona Aeroporto,logistico,10.2389,9.0401,22.0,46.54,BAIXO,1.1988,0.0,1.1988,11.7,10238.9,11105.1,4299.79,464.6,59.981,214.9,214.3,214.6,214.6,0.14,3.42,0.922,50,18,36.2,99.4,4.0,75.8,3.032,STANDBY,,,,200,26.2,58.8,1.6,514.4,23.5
2026-05-02T11:27:28,3,zona_norte,Zona Norte,residencial,4.4579,4.0824,18.0,24.77,BAIXO,0.3755,0.0,0.3755,8.4,4457.9,4600.52,1136.62,192.47,60.252,216.0,216.0,216.3,216.1,0.09,4.01,0.969,8,3,37.2,19.78,0.5,62.6,0.313,STANDBY,,,,12000,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_sul,Zona Sul,comercial,17.8851,17.6398,30.0,59.62,MÉDIO,0.2453,0.0,0.2453,1.4,17885.1,18747.48,5620.61,784.34,59.935,217.1,212.6,214.6,214.8,1.07,4.2,0.954,25,11,45.0,68.77,2.0,55.2,1.104,STANDBY,,,,3500,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_leste,Zona Leste,residencial_popular,5.2501,5.1913,15.0,35.0,BAIXO,0.0588,0.0,0.0588,1.1,5250.1,5491.74,1611.1,229.76,60.17,218.2,215.5,216.3,216.7,0.69,2.88,0.956,3,1,41.8,6.97,0.2,46.7,0.093,STANDBY,,,,18000,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_oeste,Zona Oeste,industrial,37.8734,36.3405,60.0,63.12,MÉDIO,1.4815,0.0514,1.5329,4.0,37873.4,38725.36,8078.31,1620.15,59.86,214.9,216.8,213.2,215.0,0.84,2.71,0.978,15,5,36.0,30.41,8.0,64.3,5.144,STANDBY,,,,450,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_centro,Centro,misto,12.352,12.2296,25.0,49.41,BAIXO,0.1224,0.0,0.1224,1.0,12352.0,13353.51,5073.89,558.67,60.0,214.3,215.3,216.3,215.3,0.46,3.01,0.925,40,13,31.8,74.59,1.5,74.8,1.122,STANDBY,,,,8000,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_hospitalar,Zona Hospitalar,critico,7.0556,6.8648,12.0,58.8,MÉDIO,0.1908,0.0,0.1908,2.7,7055.6,7170.33,1277.55,299.98,59.901,210.9,213.5,214.3,212.9,0.94,2.85,0.984,5,2,44.8,14.68,3.0,39.6,1.188,STANDBY,,,,120,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_universitaria,Zona Universitária,educacional,4.4621,3.9922,10.0,44.62,BAIXO,0.4571,0.0128,0.4699,10.5,4462.1,4716.81,1529.04,197.34,60.051,214.9,214.4,216.6,215.3,0.6,4.18,0.946,20,8,38.4,51.66,1.0,39.4,0.394,STANDBY,,,,600,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:28,3,zona_aeroporto,Zona Aeroporto,logistico,11.8486,10.9389,22.0,53.86,BAIXO,0.8887,0.021,0.9097,7.7,11848.6,12524.95,4060.18,524.01,59.947,214.5,213.9,217.1,215.2,0.88,4.01,0.946,50,16,32.8,122.35,4.0,40.6,1.624,STANDBY,,,,200,24.6,75.4,5.7,379.3,23.2
2026-05-02T11:27:33,4,zona_norte,Zona Norte,residencial,4.9693,4.399,18.0,27.61,BAIXO,0.5703,0.0,0.5703,11.5,4969.3,5107.19,1178.75,213.67,60.149,217.4,217.7,218.7,217.9,0.37,3.02,0.973,8,2,30.5,11.01,0.5,69.1,0.345,STANDBY,,,,12000,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_sul,Zona Sul,comercial,16.7156,16.3465,30.0,55.72,BAIXO,0.3691,0.0,0.3691,2.2,16715.6,16952.94,2826.82,709.26,59.932,210.9,214.8,213.3,213.0,0.99,2.43,0.986,25,10,40.5,63.81,2.0,35.7,0.714,STANDBY,,,,3500,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_leste,Zona Leste,residencial_popular,5.5179,5.4293,15.0,36.79,BAIXO,0.0886,0.0,0.0886,1.6,5517.9,5619.04,1061.32,235.08,60.07,216.0,214.6,216.5,215.7,0.51,3.93,0.982,3,1,42.3,6.61,0.2,39.7,0.079,STANDBY,,,,18000,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_oeste,Zona Oeste,industrial,39.5677,37.1688,60.0,65.95,MÉDIO,2.3989,0.0,2.3989,6.1,39567.7,41914.94,13829.65,1753.59,59.857,213.1,211.5,213.2,212.6,0.52,4.09,0.944,15,5,31.1,33.29,8.0,57.1,4.568,STANDBY,,,,450,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_centro,Centro,misto,11.5194,11.3331,25.0,46.08,BAIXO,0.1863,0.0,0.1863,1.6,11519.4,11659.31,1800.81,487.79,60.044,214.1,217.4,214.7,215.4,0.93,3.53,0.988,40,11,26.7,69.19,1.5,82.3,1.234,STANDBY,,,,8000,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_hospitalar,Zona Hospitalar,critico,7.3478,7.0591,12.0,61.23,MÉDIO,0.2887,0.0,0.2887,3.9,7347.8,7900.86,2904.04,330.55,59.945,213.7,213.0,214.2,213.6,0.28,2.48,0.93,5,2,32.4,11.27,3.0,62.3,1.869,STANDBY,,,,120,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_universitaria,Zona Universitária,educacional,4.443,3.7213,10.0,44.43,BAIXO,0.7217,0.0,0.7217,16.2,4443.0,4777.42,1755.99,199.87,60.014,214.9,214.3,216.0,215.1,0.42,3.89,0.93,20,8,40.8,58.94,1.0,71.3,0.713,STANDBY,,,,600,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:33,4,zona_aeroporto,Zona Aeroporto,logistico,10.2767,8.9398,22.0,46.71,BAIXO,1.3369,0.0,1.3369,13.0,10276.7,10433.2,1800.31,436.49,59.993,214.6,215.4,216.5,215.5,0.46,3.66,0.985,50,18,36.1,127.15,4.0,61.5,2.46,STANDBY,,,,200,25.0,57.3,2.5,576.2,22.4
2026-05-02T11:27:38,5,zona_norte,Zona Norte,residencial,4.9371,4.5384,18.0,27.43,BAIXO,0.3987,0.0,0.3987,8.1,4937.1,5095.05,1258.8,213.16,60.176,217.6,215.8,212.9,215.4,1.16,2.15,0.969,8,3,34.0,18.0,0.5,56.1,0.281,STANDBY,,,,12000,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_sul,Zona Sul,comercial,18.5717,18.2977,30.0,61.91,MÉDIO,0.274,0.0,0.274,1.5,18571.7,20099.24,7685.79,840.89,59.919,211.8,212.8,213.9,212.8,0.52,2.03,0.924,25,10,41.0,61.84,2.0,84.5,1.69,STANDBY,,,,3500,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_leste,Zona Leste,residencial_popular,5.4641,5.3924,15.0,36.43,BAIXO,0.0717,0.0,0.0717,1.3,5464.1,5926.36,2294.64,247.94,60.119,217.8,217.5,215.1,216.8,0.78,2.22,0.922,3,1,37.5,6.66,0.2,59.4,0.119,STANDBY,,,,18000,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_oeste,Zona Oeste,industrial,36.046,34.2885,60.0,60.08,MÉDIO,1.7575,0.0,1.7575,4.9,36046.0,37199.17,9190.44,1556.3,59.904,212.8,212.6,215.4,213.6,0.84,3.66,0.969,15,5,33.8,31.19,8.0,38.7,3.096,STANDBY,,,,450,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_centro,Centro,misto,11.9945,11.8507,25.0,47.98,BAIXO,0.1438,0.0,0.1438,1.2,11994.5,12981.06,4963.86,543.09,60.017,213.2,214.3,218.0,215.2,1.3,3.51,0.924,40,11,28.4,82.33,1.5,52.1,0.782,STANDBY,,,,8000,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_hospitalar,Zona Hospitalar,critico,7.6814,7.484,12.0,64.01,MÉDIO,0.1974,0.0,0.1974,2.6,7681.4,7935.33,1991.37,331.99,59.92,214.0,212.9,212.1,213.0,0.47,2.19,0.968,5,1,26.2,7.04,3.0,62.7,1.881,STANDBY,,,,120,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_universitaria,Zona Universitária,educacional,4.6001,4.1026,10.0,46.0,BAIXO,0.4975,0.0,0.4975,10.8,4600.1,4811.82,1411.63,201.31,59.989,213.0,214.1,212.9,213.3,0.38,3.46,0.956,20,8,40.5,61.59,1.0,40.4,0.404,STANDBY,,,,600,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:38,5,zona_aeroporto,Zona Aeroporto,logistico,11.2011,10.166,22.0,50.91,BAIXO,1.0351,0.0,1.0351,9.2,11201.1,11559.44,2855.87,483.61,59.969,215.3,214.8,214.2,214.8,0.28,4.14,0.969,50,21,42.6,125.11,4.0,84.2,3.368,STANDBY,,,,200,25.7,77.9,1.0,430.2,24.3
2026-05-02T11:27:43,6,zona_norte,Zona Norte,residencial,5.0485,4.7274,18.0,28.05,BAIXO,0.3211,0.0,0.3211,6.4,5048.5,5387.94,1882.17,225.42,60.135,219.0,216.6,218.9,218.2,0.73,3.27,0.937,8,2,25.6,12.76,0.5,52.9,0.265,STANDBY,,,,12000,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_sul,Zona Sul,comercial,18.6142,18.3947,30.0,62.05,MÉDIO,0.2195,0.0,0.2195,1.2,18614.2,19209.7,4745.96,803.68,59.897,214.6,214.5,216.5,215.2,0.6,3.35,0.969,25,8,33.0,58.07,2.0,55.3,1.106,STANDBY,,,,3500,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_leste,Zona Leste,residencial_popular,5.786,5.7343,15.0,38.57,BAIXO,0.0517,0.0,0.0517,0.9,5786.0,6045.98,1753.88,252.95,60.107,217.5,217.3,214.7,216.5,0.83,2.37,0.957,3,1,37.7,7.07,0.2,72.5,0.145,STANDBY,,,,18000,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_oeste,Zona Oeste,industrial,38.4765,37.1723,60.0,64.13,MÉDIO,1.3042,0.0,1.3042,3.4,38476.5,39062.44,6740.41,1634.25,59.902,214.2,213.2,212.1,213.2,0.52,3.45,0.985,15,7,43.7,50.21,8.0,56.2,4.496,STANDBY,,,,450,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_centro,Centro,misto,12.7857,12.6755,25.0,51.14,BAIXO,0.1102,0.0,0.1102,0.9,12785.7,13882.41,5408.07,580.8,59.977,214.5,216.1,212.8,214.5,0.79,3.55,0.921,40,13,31.4,87.54,1.5,47.1,0.707,STANDBY,,,,8000,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_hospitalar,Zona Hospitalar,critico,7.2959,7.1331,12.0,60.8,MÉDIO,0.1628,0.0,0.1628,2.2,7295.9,7631.69,2238.87,319.29,59.915,213.7,214.7,215.4,214.6,0.42,2.18,0.956,5,2,41.6,14.33,3.0,55.1,1.653,STANDBY,,,,120,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_universitaria,Zona Universitária,educacional,4.6372,4.2186,10.0,46.37,BAIXO,0.4186,0.0,0.4186,9.0,4637.2,5034.96,1961.43,210.65,59.998,214.2,214.0,213.0,213.7,0.33,2.25,0.921,20,9,44.9,63.43,1.0,48.9,0.489,STANDBY,,,,600,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:43,6,zona_aeroporto,Zona Aeroporto,logistico,10.6289,9.8032,22.0,48.31,BAIXO,0.8257,0.0,0.8257,7.8,10628.9,11503.14,4398.72,481.26,59.96,215.3,213.2,214.0,214.2,0.51,3.7,0.924,50,13,25.7,98.81,4.0,56.8,2.272,STANDBY,,,,200,26.6,87.1,2.7,339.7,25.7
2026-05-02T11:27:48,7,zona_norte,Zona Norte,residencial,5.1441,4.7489,18.0,28.58,BAIXO,0.3952,0.0,0.3952,7.7,5144.1,5222.44,901.17,218.49,60.139,219.2,216.7,217.6,217.8,0.64,4.01,0.985,8,2,29.7,14.7,0.5,58.9,0.294,STANDBY,,,,12000,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_sul,Zona Sul,comercial,17.5293,17.2739,30.0,58.43,MÉDIO,0.2554,0.0,0.2554,1.5,17529.3,18971.1,7254.4,793.69,59.956,212.8,214.1,213.4,213.4,0.33,3.58,0.924,25,10,38.2,69.0,2.0,72.8,1.456,STANDBY,,,,3500,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_leste,Zona Leste,residencial_popular,5.7725,5.7044,15.0,38.48,BAIXO,0.0681,0.0,0.0681,1.2,5772.5,5902.35,1231.25,246.94,60.111,217.0,216.3,216.1,216.5,0.23,2.66,0.978,3,1,39.7,7.14,0.2,67.5,0.135,STANDBY,,,,18000,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_oeste,Zona Oeste,industrial,36.7799,35.2056,60.0,61.3,MÉDIO,1.5743,0.0,1.5743,4.3,36779.9,38512.98,11423.16,1611.27,59.944,214.5,211.7,212.6,212.9,0.75,3.12,0.955,15,6,41.8,45.98,8.0,83.0,6.64,STANDBY,,,,450,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_centro,Centro,misto,12.4298,12.293,25.0,49.72,BAIXO,0.1368,0.0,0.1368,1.1,12429.8,12920.79,3528.01,540.57,59.975,215.2,214.1,214.1,214.5,0.33,3.72,0.962,40,12,29.6,86.51,1.5,40.6,0.609,STANDBY,,,,8000,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_hospitalar,Zona Hospitalar,critico,7.4807,7.2824,12.0,62.34,MÉDIO,0.1983,0.0,0.1983,2.7,7480.7,8061.1,3003.41,337.25,59.879,211.6,213.3,212.8,212.6,0.47,3.29,0.928,5,2,39.3,11.32,3.0,44.1,1.323,STANDBY,,,,120,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_universitaria,Zona Universitária,educacional,4.7217,4.2213,10.0,47.22,BAIXO,0.5004,0.0,0.5004,10.6,4721.7,4933.86,1431.27,206.42,60.051,213.8,216.8,218.1,216.2,1.11,2.01,0.957,20,7,34.9,44.62,1.0,39.7,0.397,STANDBY,,,,600,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:48,7,zona_aeroporto,Zona Aeroporto,logistico,11.1049,10.0775,22.0,50.48,BAIXO,1.0274,0.0,1.0274,9.3,11104.9,12018.29,4595.7,502.81,59.953,219.1,216.1,212.1,215.8,1.71,2.04,0.924,50,13,25.5,98.86,4.0,84.8,3.392,STANDBY,,,,200,27.1,65.9,2.4,412.4,30.9
2026-05-02T11:27:53,8,zona_norte,Zona Norte,residencial,4.7073,4.2091,18.0,26.15,BAIXO,0.4982,0.0,0.4982,10.6,4707.3,5088.97,1933.63,212.91,60.233,217.5,218.4,217.3,217.7,0.32,3.05,0.925,8,3,34.8,18.06,0.5,83.4,0.417,STANDBY,Fim de Semana,,,12000,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_sul,Zona Sul,comercial,15.2205,14.8916,30.0,50.73,BAIXO,0.3289,0.0,0.3289,2.2,15220.5,15531.12,3090.64,649.78,59.999,215.2,215.3,213.0,214.5,0.7,2.6,0.98,25,10,41.8,75.1,2.0,45.4,0.908,STANDBY,Fim de Semana,,,3500,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_leste,Zona Leste,residencial_popular,4.3452,4.2614,15.0,28.97,BAIXO,0.0838,0.0,0.0838,1.9,4345.2,4438.41,904.83,185.69,60.143,216.9,215.6,218.0,216.8,0.55,2.51,0.979,3,1,44.9,7.71,0.2,39.3,0.079,STANDBY,Fim de Semana,,,18000,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_oeste,Zona Oeste,industrial,30.9981,28.8346,60.0,51.66,BAIXO,2.1617,0.0018,2.1635,7.0,30998.1,31891.05,7493.79,1334.23,60.017,213.7,213.2,212.2,213.0,0.38,3.78,0.972,15,5,36.2,31.44,8.0,78.4,6.272,STANDBY,Fim de Semana,,,450,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_centro,Centro,misto,10.7381,10.564,25.0,42.95,BAIXO,0.1741,0.0,0.1741,1.6,10738.1,11093.08,2783.82,464.1,60.071,215.2,215.2,217.0,215.8,0.56,3.53,0.968,40,12,29.0,78.24,1.5,40.6,0.609,STANDBY,Fim de Semana,,,8000,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_hospitalar,Zona Hospitalar,critico,5.8774,5.6282,12.0,48.98,BAIXO,0.2492,0.0,0.2492,4.2,5877.4,6122.29,1714.24,256.14,59.987,216.4,215.1,216.7,216.1,0.46,2.22,0.96,5,2,37.5,14.56,3.0,45.7,1.371,STANDBY,Fim de Semana,,,120,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_universitaria,Zona Universitária,educacional,3.7525,3.1125,10.0,37.52,BAIXO,0.6395,0.0005,0.64,17.1,3752.5,3844.77,837.26,160.85,60.121,215.3,217.0,218.9,217.1,0.83,2.85,0.976,20,6,30.2,46.63,1.0,72.4,0.724,STANDBY,Fim de Semana,,,600,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:53,8,zona_aeroporto,Zona Aeroporto,logistico,9.6626,8.3493,22.0,43.92,BAIXO,1.3125,0.0008,1.3133,13.6,9662.6,10224.97,3344.27,427.78,60.057,212.7,215.1,214.6,214.1,0.65,3.73,0.945,50,18,37.0,103.43,4.0,74.6,2.984,STANDBY,Fim de Semana,,,200,24.9,68.2,3.9,522.4,23.0
2026-05-02T11:27:58,9,zona_norte,Zona Norte,residencial,4.7039,4.2518,18.0,26.13,BAIXO,0.4521,0.0,0.4521,9.6,4703.9,4849.38,1178.9,202.88,60.203,217.6,217.7,217.2,217.5,0.14,3.98,0.97,8,3,39.4,22.37,0.5,74.8,0.374,STANDBY,Fim de Semana,,,12000,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_sul,Zona Sul,comercial,16.5102,16.1895,30.0,55.03,BAIXO,0.3207,0.0,0.3207,1.9,16510.2,16916.19,3683.85,707.72,59.962,215.2,214.5,214.2,214.6,0.28,1.93,0.976,25,8,30.5,47.17,2.0,69.3,1.386,STANDBY,Fim de Semana,,,3500,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_leste,Zona Leste,residencial_popular,4.5591,4.4831,15.0,30.39,BAIXO,0.076,0.0,0.076,1.7,4559.1,4950.16,1928.39,207.1,60.15,214.5,217.0,220.3,217.3,1.38,2.15,0.921,3,1,42.2,5.74,0.2,35.3,0.071,STANDBY,Fim de Semana,,,18000,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_oeste,Zona Oeste,industrial,31.6196,29.5471,60.0,52.7,BAIXO,2.0019,0.0706,2.0725,6.6,31619.6,33963.05,12397.16,1420.91,60.017,213.2,211.5,213.3,212.7,0.56,3.14,0.931,15,4,27.7,26.9,8.0,76.1,6.088,STANDBY,Fim de Semana,,,450,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_centro,Centro,misto,10.4609,10.3093,25.0,41.84,BAIXO,0.1516,0.0,0.1516,1.4,10460.9,10908.13,3091.42,456.36,60.048,212.1,217.1,216.0,215.1,1.39,2.84,0.959,40,16,39.4,94.64,1.5,38.4,0.576,STANDBY,Fim de Semana,,,8000,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_hospitalar,Zona Hospitalar,critico,5.914,5.6872,12.0,49.28,BAIXO,0.2268,0.0,0.2268,3.8,5914.0,6238.4,1985.51,261.0,59.968,214.1,214.1,216.8,215.0,0.84,3.95,0.948,5,2,36.8,14.99,3.0,43.6,1.308,STANDBY,Fim de Semana,,,120,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_universitaria,Zona Universitária,educacional,3.9441,3.3432,10.0,39.44,BAIXO,0.5838,0.0171,0.6009,15.2,3944.1,4259.29,1607.99,178.2,60.081,214.9,216.0,214.3,215.1,0.42,3.64,0.926,20,9,44.0,62.72,1.0,53.2,0.532,STANDBY,Fim de Semana,,,600,27.5,62.1,6.0,494.2,31.0
2026-05-02T11:27:58,9,zona_aeroporto,Zona Aeroporto,logistico,9.4565,8.264,22.0,42.98,BAIXO,1.1654,0.0271,1.1925,12.6,9456.5,9669.22,2017.03,404.53,60.027,214.5,218.4,215.9,216.3,0.97,1.95,0.978,50,18,36.0,138.01,4.0,74.0,2.96,STANDBY,Fim de Semana,,,200,27.5,62.1,6.0,494.2,31.0
